SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
PPDT112;"PP DİŞİ TE 1 1/2""";Arangül;"1 1/2""";Fittings;154,81;"PP dişi T 1 1/2""";"1 1/2"" dişli hattı üç kola ayırmak için kullanılır.";tarla ve bahçe sulama ana hatları, kolektör ve dağıtım hatları;"Üç yönü de 1 1/2"" iç dişli PP T parçadır; aynı çapta üç dişli hattın birleştirilmesi veya bir hattın iki kola ayrılması için kullanılır."
PPDT114;"PP DİŞİ TE 1 1/4""";Arangül;"1 1/4""";Fittings;102,29;"PP dişi T 1 1/4""";"1 1/4"" dişli hattı T şeklinde dağıtmak için kullanılır.";damla/yağmurlama ana hatları, hidrofor çıkış dağıtımı;"Üç tarafı da 1 1/4"" iç dişli PP T bağlantıdır; hat üzerinde ek çıkış veya yan kol oluşturmak için kullanılır."
PPDT1;"PP DİŞİ TE 1""";Arangül;"1""";Fittings;67,73;"PP dişi T 1""";"1"" dişli hattı üç kola ayırmak için kullanılır.";bahçe sulama, sera ve küçük tarla sulama sistemleri;"1"" iç dişli PP T parçadır; bir 1"" hattı iki farklı yöne daha dağıtmak veya üç hattı birleştirmek için kullanılır."
PPDT12;"PP DİŞİ TE 1/2""";Arangül;"1/2""";Fittings;45,61;"PP dişi T 1/2""";"1/2"" dişli hatlarda T bağlantı yapmak için kullanılır.";küçük sulama devreleri, evsel tesisat, cihaz besleme hatları;"Üç yönü de 1/2"" iç dişli PP T fittingsidir; 1/2"" hattı yan kola ayırmak veya üç hattı birleştirmek için kullanılır."
PPDT212;"PP DİŞİ TE 2 1/2""";Arangül;"2 1/2""";Fittings;324,82;"PP dişi T 2 1/2""";"2 1/2"" dişli ana hatlarda dağıtım yapmak için kullanılır.";tarla sulama ana iletim hatları, endüstriyel su şebekeleri;"2 1/2"" iç dişli PP T parçadır; büyük çaplı ana hatlardan yan kol almak veya üç ana hattı buluşturmak için kullanılır."
PPDT2;"PP DİŞİ TE 2""";Arangül;"2""";Fittings;205,95;"PP dişi T 2""";"2"" dişli hattı T şeklinde üç kola ayırmak için kullanılır.";tarla sulama ana/yan hatları, pompa çıkış dağıtımı;"2"" iç dişli PP T fittingsidir; 2"" ana hattan iki farklı kola daha çıkmak için kullanılır."
PPDT3;"PP DİŞİ TE 3""";Arangül;"3""";Fittings;469,95;"PP dişi T 3""";"3"" dişli hatlarda dağıtım yapmak için kullanılır.";büyük ölçekli tarla sulama ve endüstriyel su sistemleri;"3"" iç dişli PP T parçadır; yüksek debili ana hatlarda yan kol veya kolektör oluşturmak için kullanılır."
PPDT34;"PP DİŞİ TE 3/4""";Arangül;"3/4""";Fittings;56,67;"PP dişi T 3/4""";"3/4"" dişli hattı T şeklinde ayırmak için kullanılır.";bahçe sulama kolektörleri, küçük damla/yağmurlama ana hatları;"3/4"" iç dişli PP T fittingsidir; 3/4"" hatta yan çıkış almak veya üç hattı birleştirmek için kullanılır."
PPDT4;"PP DİŞİ TE 4""";Arangül;"4""";Fittings;594,34;"PP dişi T 4""";"4"" dişli ana hatlarda dağıtım yapmak için kullanılır.";geniş çaplı tarla sulama, endüstriyel iletim hatları;"4"" iç dişli PP T parçadır; çok yüksek debili ana hatlarda yan çıkış veya kolektör oluşturmak için kullanılır."
PPED112;"PP ERKEK DİRSEK 1 1/2""";Arangül;"1 1/2""";Fittings;60,13;"PP çift erkek dirsek 1 1/2""";"1 1/2"" iç dişli fittings veya vana/boru parçalarını 90° açı ile birbirine bağlamak için kullanılır.";tarla ve bahçe sulama hatları, depo–pompa çıkışları, temiz su tesisatları;"Her iki ucu da 1 1/2"" dış dişli olan PP 90° dirsektir; iki adet 1 1/2"" iç dişli parça (vana, rakor, kolektör, boru rekoru vb.) arasında yön değiştiren bağlantı oluşturur."
PPED114;"PP ERKEK DİRSEK 1 1/4""";Arangül;"1 1/4""";Fittings;40,36;"PP çift erkek dirsek 1 1/4""";"1 1/4"" iç dişli fittingsleri 90° açı ile bağlamak için kullanılır.";damla/yağmurlama ana hatları, hidrofor ve kollektör bağlantıları;"İki ucu da 1 1/4"" dış dişli PP 90° dirsektir; 1 1/4"" iç dişli vana, filtre veya boru rekorları arasında köşe bağlantısı yapmaya yarar."
PPED1;"PP ERKEK DİRSEK 1""";Arangül;"1""";Fittings;25,99;"PP çift erkek dirsek 1""";"1"" iç dişli ekipmanları 90° açı ile bağlamak için kullanılır.";bahçe ve peyzaj sulama, sera ve küçük tarla sulama sistemleri;"Her iki ucu 1"" dış dişli olan PP dirsektir; 1"" iç dişli vana, filtre, kolektör veya rakorları birbirine bağlayarak hattı köşe dönüşlerinde yönlendirir."
PPED12;"PP ERKEK DİRSEK 1/2""";Arangül;"1/2""";Fittings;15,20;"PP çift erkek dirsek 1/2""";"1/2"" iç dişli fittingsler arasında 90° bağlantı gerektiğinde kullanılır.";küçük sulama devreleri, evsel tesisat ve cihaz bağlantıları;"İki ucu da 1/2"" dış dişli PP dirsektir; musluk, vana veya iç dişli bağlantı parçaları arasında kompakt köşe bağlantısı sağlar."
PPED212;"PP ERKEK DİRSEK 2 1/2""";Arangül;"2 1/2""";Fittings;161,72;"PP çift erkek dirsek 2 1/2""";"2 1/2"" iç dişli ana hat ekipmanları arasında 90° bağlantı için kullanılır.";tarla sulama ana iletim hatları, endüstriyel su sistemleri;"Her iki ucu da 2 1/2"" dış dişli PP 90° dirsektir; büyük çaplı iç dişli vana, kolektör ve boru rekorlarını köşe dönüşlerinde birbirine bağlar."
PPED2;"PP ERKEK DİRSEK 2""";Arangül;"2""";Fittings;84,45;"PP çift erkek dirsek 2""";"2"" iç dişli fittingsler arasında 90° bağlantı için kullanılır.";tarla ve bahçe sulama ana hatları, pompa çıkışları;"İki ucu 2"" dış dişli olan PP dirsektir; 2"" iç dişli vana, filtre ve kolektörler arasında köşe dönüşlü bağlantı yapılmasını sağlar."
PPED3;"PP ERKEK DİRSEK 3""";Arangül;"3""";Fittings;224,61;"PP çift erkek dirsek 3""";"3"" iç dişli büyük çaplı fittingsler arasında 90° bağlantı için kullanılır.";yüksek debili tarla sulama ve endüstriyel su sistemleri;"Her iki ucu 3"" dış dişli PP 90° dirsektir; 3"" iç dişli vana, rekor veya kolektörler arasında yön değiştiren bağlantı oluşturur."
PPED34;"PP ERKEK DİRSEK 3/4""";Arangül;"3/4""";Fittings;21,57;"PP çift erkek dirsek 3/4""";"3/4"" iç dişli parçalar arasında 90° bağlantı gerektiğinde kullanılır.";bahçe sulama, kolektör çıkışları, küçük ana hatlar;"İki ucu da 3/4"" dış dişli PP dirsektir; 3/4"" iç dişli vana, rakor veya filtreler arasında köşe dönüşlü bağlantı sağlar."
PPED4;"PP ERKEK DİRSEK 4""";Arangül;"4""";Fittings;331,73;"PP çift erkek dirsek 4""";"4"" iç dişli çok büyük çaplı fittingsler arasında 90° bağlantı için kullanılır.";geniş çaplı tarla sulama, endüstriyel iletim hatları;"Her iki ucu da 4"" dış dişli PP 90° dirsektir; 4"" iç dişli vana ve kolektörler arasında yüksek debili hatlarda korozyona dayanıklı köşe bağlantısı sunar."
PPETA112;"PP ERKEK TAPA 1 1/2""";Arangül;"1 1/2""";Fittings;30,41;"PP erkek tapa 1 1/2""";"1 1/2"" iç dişli hat ve ekipman çıkışlarını kapatmak için kullanılır.";tarla ve bahçe sulama hatları, depo–pompa bağlantıları, temiz su tesisatları;"1 1/2"" dış dişli PP tapadır; vana, kolektör veya rekor üzerindeki 1 1/2"" iç dişli çıkışları sızdırmaz şekilde kapatır, istenirse sonradan tekrar sökülüp kullanılabilir."
PPETA114;"PP ERKEK TAPA 1 1/4""";Arangül;"1 1/4""";Fittings;22,11;"PP erkek tapa 1 1/4""";"1 1/4"" iç dişli çıkışları kapatmak için kullanılır.";damla/yağmurlama ana hatları, hidrofor ve kollektörler;"1 1/4"" dış dişli PP tapadır; yedek hat uçları ve kullanılmayan 1 1/4"" iç dişli bağlantı noktalarını güvenle kapatır."
PPETA1;"PP ERKEK TAPA 1""";Arangül;"1""";Fittings;11,76;"PP erkek tapa 1""";"1"" iç dişli çıkışları kapatmak için kullanılır.";bahçe ve peyzaj sulama, sera sistemleri, temiz su hatları;"1"" dış dişli PP tapadır; 1"" iç dişli vana, filtre, kolektör veya rekor uçlarını sızdırmaz biçimde kapatır."
PPETA12;"PP ERKEK TAPA 1/2""";Arangül;"1/2""";Fittings;8,30;"PP erkek tapa 1/2""";"1/2"" iç dişli çıkışları kapatmak için kullanılır.";küçük sulama devreleri, evsel tesisat ve cihaz bağlantıları;"1/2"" dış dişli PP tapadır; 1/2"" iç dişli bağlantı noktalarını geçici veya kalıcı olarak kapatmak için kullanılır."
PPETA212;"PP ERKEK TAPA 2 1/2""";Arangül;"2 1/2""";Fittings;89,84;"PP erkek tapa 2 1/2""";"2 1/2"" iç dişli ana hat çıkışlarını kapatmak için kullanılır.";tarla sulama ana hatları, endüstriyel su tesisatları;"2 1/2"" dış dişli PP tapadır; büyük çaplı kollektör ve vana üzerindeki kullanılmayan 2 1/2"" iç dişli portları kapatır."
PPETA2;"PP ERKEK TAPA 2""";Arangül;"2""";Fittings;45,61;"PP erkek tapa 2""";"2"" iç dişli çıkışları kapatmak için kullanılır.";tarla ve bahçe sulama ana hatları, pompa ve depo çıkışları;"2"" dış dişli PP tapadır; 2"" iç dişli vana, kolektör veya rekor uçlarını sızdırmaz biçimde kapatır."
PPETA3;"PP ERKEK TAPA 3""";Arangül;"3""";Fittings;110,57;"PP erkek tapa 3""";"3"" iç dişli büyük çaplı çıkışları kapatmak için kullanılır.";yüksek debili tarla sulama ve endüstriyel su hatları;"3"" dış dişli PP tapadır; 3"" iç dişli bağlantı noktalarını kapatarak sistemin güvenli çalışmasını sağlar."
PPETA34;"PP ERKEK TAPA 3/4""";Arangül;"3/4""";Fittings;9,68;"PP erkek tapa 3/4""";"3/4"" iç dişli çıkışları kapatmak için kullanılır.";bahçe sulama, küçük damla/yağmurlama ana hatları;"3/4"" dış dişli PP tapadır; 3/4"" iç dişli vana ve fittings üzerindeki yedek çıkışları sızdırmaz biçimde kapatır."
PPETA4;"PP ERKEK TAPA 4""";Arangül;"4""";Fittings;193,51;"PP erkek tapa 4""";"4"" iç dişli çok büyük çaplı çıkışları kapatmak için kullanılır.";geniş çaplı tarla sulama, endüstriyel iletim hatları;"4"" dış dişli PP tapadır; 4"" iç dişli vana veya kolektör portlarını kapatarak yüksek debili hatların emniyetini sağlar."
PPET112;"PP ERKEK TE 1 1/2""";Arangül;"1 1/2""";Fittings;100,63;"PP çift erkek T 1 1/2""";"1 1/2"" iç dişli hatları üç kola ayırmak veya birleştirmek için kullanılır.";tarla ve bahçe sulama ana hatları, kollektör ve dağıtım hatları;"Üç tarafı da 1 1/2"" dış dişli PP T parçadır; üç adet 1 1/2"" iç dişli fittings arasında T bağlantısı oluşturarak hattı iki kola ayırır ya da üç hattı birleştirir."
PPET114;"PP ERKEK TE 1 1/4""";Arangül;"1 1/4""";Fittings;66,49;"PP çift erkek T 1 1/4""";"1 1/4"" iç dişli hatlar arasında T bağlantı yapmak için kullanılır.";damla/yağmurlama ana hatları, hidrofor çıkış dağıtımı;"Üç ucu 1 1/4"" dış dişli olan PP T fittingsidir; 1 1/4"" iç dişli vana, filtre ve rekorları birbirine bağlayarak T şeklinde dağıtım sağlar."
PPET1;"PP ERKEK TE 1""";Arangül;"1""";Fittings;43,96;"PP çift erkek T 1""";"1"" iç dişli hatlarda T bağlantı ve dağıtım için kullanılır.";bahçe sulama, sera ve küçük tarla sulama sistemleri;"Her üç ucu da 1"" dış dişli PP T parçadır; 1"" iç dişli fittingsler arasında T bağlantısı oluşturarak hattı iki kola ayırır veya üç hattı birleştirir."
PPET12;"PP ERKEK TE 1/2""";Arangül;"1/2""";Fittings;31,93;"PP çift erkek T 1/2""";"1/2"" iç dişli küçük hatlar arasında T bağlantı için kullanılır.";küçük sulama devreleri, evsel tesisat, cihaz besleme hatları;"1/2"" dış dişli üç uca sahip PP T fittingsidir; üç adet 1/2"" iç dişli parçayı birleştirerek T şeklinde dağıtım yapar."
PPET212;"PP ERKEK TE 2 1/2""";Arangül;"2 1/2""";Fittings;211,06;"PP çift erkek T 2 1/2""";"2 1/2"" iç dişli ana hatlar arasında T bağlantı yapmak için kullanılır.";tarla sulama ana iletim hatları, endüstriyel su şebekeleri;"Üç tarafı 2 1/2"" dış dişli PP T parçadır; büyük çaplı iç dişli vana ve kollektörler arasında T tipi dağıtım veya birleştirme bağlantısı sağlar."
PPET2;"PP ERKEK TE 2""";Arangül;"2""";Fittings;133,80;"PP çift erkek T 2""";"2"" iç dişli hatlarda T bağlantı için kullanılır.";tarla ve bahçe sulama ana hatları, pompa çıkış dağıtımı;"Üç ucu da 2"" dış dişli PP T fittingsidir; 2"" iç dişli ekipmanları birbirine bağlayarak ana hattı iki kola ayırır."
PPET3;"PP ERKEK TE 3""";Arangül;"3""";Fittings;305,46;"PP çift erkek T 3""";"3"" iç dişli büyük çaplı hatlar arasında T bağlantı yapmak için kullanılır.";büyük tarla sulama projeleri, endüstriyel su sistemleri;"3"" dış dişli üç uca sahip PP T parçadır; 3"" iç dişli vana ve kollektörler arasında yüksek debili T bağlantısı oluşturur."
PPET34;"PP ERKEK TE 3/4""";Arangül;"3/4""";Fittings;36,77;"PP çift erkek T 3/4""";"3/4"" iç dişli hatlarda T bağlantı için kullanılır.";bahçe sulama kolektörleri, küçük damla/yağmurlama ana hatları;"Üç tarafı 3/4"" dış dişli PP T fittingsidir; 3/4"" iç dişli fittingsler arasında T şeklinde dağıtım yapar, ek çıkış almak için idealdir."
PPET4;"PP ERKEK TE 4""";Arangül;"4""";Fittings;456,12;"PP çift erkek T 4""";"4"" iç dişli çok büyük çaplı hatlar arasında T bağlantı için kullanılır.";geniş çaplı tarla sulama, endüstriyel iletim hatları;"Üç ucu da 4"" dış dişli PP T parçadır; 4"" iç dişli vana ve kolektörler arasında çok yüksek debili T tipi dağıtım veya birleştirme bağlantısı oluşturur."
PHR112;"PP HORTUM REKORU 1 1/2""";Arangül;"1 1/2""";Hortum Ek Parçaları;28,83;"PP hortum rekoru 1 1/2""";"1 1/2"" boru hattından hortuma geçiş yapmak için kullanılır.";tarla ve bahçe sulama hatları, depo–pompa çıkışları, yıkama hortumu hatları;"Bir ucu 1 1/2"" dişli, diğer ucu hortum kuyruklu PP rekorudur; boru hattına bağlanarak 1 1/2"" bağlantıdan hortum hattı oluşturmayı sağlar."
PHR114;"PP HORTUM REKORU 1 1/4""";Arangül;"1 1/4""";Hortum Ek Parçaları;24,39;"PP hortum rekoru 1 1/4""";"1 1/4"" boru hattını hortumla birleştirmek için kullanılır.";damla/yağmurlama ana hatları, bahçe ve sera sulama, temizlik hortumları;"1 1/4"" dişli bağlantı ile hortum kuyruklu çıkışı birleştiren PP rekorudur; 1 1/4"" dişli vana veya borudan hortuma geçiş için kullanılır."
PHR1;"PP HORTUM REKORU 1""";Arangül;"1""";Hortum Ek Parçaları;20,40;"PP hortum rekoru 1""";"1"" boru hattından hortuma geçişte kullanılır.";villa ve site bahçeleri, peyzaj sulama, hortumlu temizlik;"Bir ucu 1"" dişli, diğer ucu hortum kuyruklu PP adaptördür; 1"" vana, filtre veya kolektörden çıkan hattı bahçe hortumuna bağlar."
PHR12;"PP HORTUM REKORU 1/2""";Arangül;"1/2""";Hortum Ek Parçaları;12,42;"PP hortum rekoru 1/2""";"1/2"" boru veya musluk çıkışını hortuma dönüştürmek için kullanılır.";küçük bahçe ve hobi sulama sistemleri, evsel kullanım;"1/2"" dişli bağlantıdan hortuma geçiş sağlayan PP hortum rekorudur; musluk veya 1/2"" dişli fittings’e takılarak hortumun sıkıca bağlanmasını sağlar."
PHR212;"PP HORTUM REKORU 2 1/2""";Arangül;"2 1/2""";Hortum Ek Parçaları;66,53;"PP hortum rekoru 2 1/2""";"2 1/2"" ana hatlardan büyük çaplı hortuma geçiş için kullanılır.";tarla sulama ana hatları, yüksek debili yıkama ve transfer hortumları;"2 1/2"" dişli – hortum kuyruklu PP rekorudur; yüksek debili 2 1/2"" çıkıştan hortuma güvenli bağlantı sağlar."
PHR2;"PP HORTUM REKORU 2""";Arangül;"2""";Hortum Ek Parçaları;35,47;"PP hortum rekoru 2""";"2"" boru hattından hortuma geçiş yapmak için kullanılır.";tarla ve bahçe sulama, pompa ve depo çıkışları;"Bir ucu 2"" dişli, diğer ucu hortum kuyruklu PP adaptördür; 2"" dişli bağlantıdan büyük çaplı hortuma geçişte kullanılır."
PHR34;"PP HORTUM REKORU 3/4""";Arangül;"3/4""";Hortum Ek Parçaları;13,31;"PP hortum rekoru 3/4""";"3/4"" dişli musluk ve vanalardan hortuma geçiş için kullanılır.";bahçe sulama, villa ve site peyzajı, hortumlu temizlik;"3/4"" dişten hortum kuyruklu çıkış veren PP hortum rekorudur; 3/4"" dış mekân musluklarını hortum bağlantısına uygun hale getirir."
PPHR3412;"PP HORTUM REKORU REDÜKSİYON 3/4""X1/2""";Arangül;"3/4""X1/2""";Hortum Ek Parçaları;12,94;"PP hortum rekoru redüksiyon 3/4""x1/2""";"3/4"" dişli bağlantıdan 1/2"" hortuma geçiş yapmak için kullanılır.";bahçe sulama, küçük debili hortum hatları;"3/4"" dişli girişe sahip, 1/2"" hortum kuyruklu reduksiyon hortum rekorudur; 3/4"" musluk veya vanadan daha ince 1/2"" hortuma geçiş sağlar."
PPKT1-34;"PP KRUVA TE DIŞ 1"" - İÇ 3/4""";Arangül;"1"" - İÇ 3/4""";Fittings;76,22;"PP kruva istavroz dış 1"" / iç 3/4""";"1"" dış dişli hatlarda, uçlarda 3/4"" iç diş ihtiyacı olduğunda kullanılır.";bahçe ve tarla sulama kolektörleri, damla/yağmurlama zon dağıtımı;"Artı (istavroz) şeklinde PP kruvadır; dört tarafında da 1"" dış diş, her ağız içinde 3/4"" iç diş bulunur. Böylece 1"" iç dişli parçaya komple kruva olarak vidalanır ve her yönden 3/4"" dişli çıkış alınmasına imkân verir."
PPKT34-12;"PP KRUVA TE DIŞ 3/4"" - İÇ 1/2""";Arangül;"3/4"" - İÇ 1/2""";Fittings;57,75;"PP kruva istavroz dış 3/4"" / iç 1/2""";"3/4"" dış dişli hatlarda, uçlarda 1/2"" iç diş çıkışı gerektiğinde kullanılır.";küçük damla/yağmurlama zonları, sera ve bahçe dağıtım hatları;"Dört tarafı 3/4"" dış dişli, her ağzın içinde 1/2"" iç diş bulunan artı (istavroz) PP kruvadır. 3/4"" iç dişli fittings’e komple vidalanır ve dört yönden 1/2"" dişli bağlantı alarak daha küçük çaplı hatlara çoklu çıkış sağlar."
PPKD112;"PP KUYRUKLU DİRSEK 1 1/2""";Arangül;"1 1/2""";Fittings;73,41;"PP iç-dış dişli dirsek 1 1/2""";"1 1/2"" dişli hatlarda, iç dişli parça ile dış dişli parça arasında 90° dönüş gerektiğinde kullanılır.";tarla ve bahçe sulama ana hatları, depo-pompa bağlantıları, temiz su tesisatları;"Bir ucu 1 1/2"" dış dişli, diğer ucu 1 1/2"" iç dişli PP 90° dirsektir; vana, filtre, rekor vb. iç/dış dişli fittingsler arasında köşe bağlantısı oluşturarak hattı yön değiştirir."
PPKD114;"PP KUYRUKLU DİRSEK 1 1/4""";Arangül;"1 1/4""";Fittings;49,33;"PP iç-dış dişli dirsek 1 1/4""";"1 1/4"" iç ve dış dişli parçalar arasında 90° dönüşlü bağlantı için kullanılır.";damla/yağmurlama ana hatları, hidrofor ve kollektör çıkışları;"Bir tarafı 1 1/4"" dış dişli, diğer tarafı 1 1/4"" iç dişli PP dirsektir; 1 1/4"" hattı ekipman etrafında yönlendirmek için kullanılır."
PPKD1;"PP KUYRUKLU DİRSEK 1""";Arangül;"1""";Fittings;33,26;"PP iç-dış dişli dirsek 1""";"1"" dişli hatlarda iç ve dış dişli bağlantılar arasında 90° geçiş için kullanılır.";bahçe ve peyzaj sulama, sera sistemleri, küçük tarla sulaması;"1"" dış diş / 1"" iç diş kombinasyonlu PP 90° dirsektir; 1"" vana veya kolektörden çıkan hattı köşe dönüşlerinde rahatça çevirir."
